Time (Sec);S1;S16;S17;S18;S19;S2;S20;S21;S22;S23;S24;S25;S26;S27;S28;S4;S6;S7;
300.06138399999645;19160.0;98.75695839999948;98.75695839999948;98.75695839999948;98.75695839999948;98.84788959999945;98.75695839999948;98.75695839999948;98.75695839999948;98.75695839999948;98.75695839999948;98.75695839999948;98.75695839999948;98.75695839999948;98.75695839999948;98.75695839999948;98.75695839999948;99.74204639999917;
330.00000000000034;19160.0;98.58755119999944;98.58755119999944;98.58755119999944;98.58755119999944;98.66332719999942;98.58755119999944;98.58755119999944;98.58755119999944;98.58755119999944;98.58755119999944;98.58755119999944;98.58755119999944;98.58755119999944;98.58755119999944;98.58755119999944;98.58755119999944;99.73934639999908;
360.0000000000041;19160.0;98.50907519999937;98.50907519999937;98.50907519999937;98.50907519999937;98.58485119999935;98.50907519999937;98.50907519999937;98.50907519999937;98.50907519999937;98.50907519999937;98.50907519999937;98.50907519999937;98.50907519999937;98.50907519999937;98.50907519999937;98.50907519999937;99.73664639999899;
390.0000000000076;19160.0;98.41534399999931;98.41534399999931;98.41534399999931;98.41534399999931;98.50627519999928;98.41534399999931;98.41534399999931;98.41534399999931;98.41534399999931;98.41534399999931;98.41534399999931;98.41534399999931;98.41534399999931;98.41534399999931;98.41534399999931;98.41534399999931;99.7338463999989;
420.0000000000114;19160.0;98.24593679999927;98.24593679999927;98.24593679999927;98.24593679999927;98.32171279999925;98.24593679999927;98.24593679999927;98.24593679999927;98.24593679999927;98.24593679999927;98.24593679999927;98.24593679999927;98.24593679999927;98.24593679999927;98.24593679999927;98.24593679999927;99.7311463999988;
450.0000000000152;19160.0;98.24323679999918;98.24323679999918;98.24323679999918;98.24323679999918;98.31901279999916;98.24323679999918;98.24323679999918;98.24323679999918;98.24323679999918;98.24323679999918;98.24323679999918;98.24323679999918;98.24323679999918;98.24323679999918;98.24323679999918;98.24323679999918;99.72844639999872;
480.00000000001893;19160.0;98.07382959999914;98.07382959999914;98.07382959999914;98.07382959999914;98.14960559999912;98.07382959999914;98.07382959999914;98.07382959999914;98.07382959999914;98.07382959999914;98.07382959999914;98.07382959999914;98.07382959999914;98.07382959999914;98.07382959999914;98.07382959999914;99.72574639999863;
510.0000000000223;19160.0;97.9043223999991;97.9043223999991;97.9043223999991;97.9043223999991;98.07102959999905;97.9043223999991;97.9043223999991;97.9043223999991;97.9043223999991;97.9043223999991;97.9043223999991;97.9043223999991;97.9043223999991;97.9043223999991;97.9043223999991;97.9043223999991;99.72294639999853;
540.000000000029;19160.0;97.90162239999901;97.90162239999901;97.90162239999901;97.90162239999901;97.99255359999898;97.90162239999901;97.90162239999901;97.90162239999901;97.90162239999901;97.90162239999901;97.90162239999901;97.90162239999901;97.90162239999901;97.90162239999901;97.90162239999901;97.90162239999901;99.72024639999844;
570.0000000000356;19160.0;97.73221519999898;97.73221519999898;97.73221519999898;97.73221519999898;97.80799119999895;97.73221519999898;97.73221519999898;97.73221519999898;97.73221519999898;97.73221519999898;97.73221519999898;97.73221519999898;97.73221519999898;97.73221519999898;97.73221519999898;97.73221519999898;99.71754639999835;
600.0000000000425;19160.0;97.65373919999891;97.65373919999891;97.65373919999891;97.65373919999891;97.72951519999889;97.65373919999891;97.65373919999891;97.65373919999891;97.65373919999891;97.65373919999891;97.65373919999891;97.65373919999891;97.65373919999891;97.65373919999891;97.65373919999891;97.65373919999891;99.71484639999827;
630.0000000000493;19160.0;97.56000799999885;97.56000799999885;97.56000799999885;97.56000799999885;97.65093919999882;97.56000799999885;97.56000799999885;97.56000799999885;97.56000799999885;97.56000799999885;97.56000799999885;97.56000799999885;97.56000799999885;97.56000799999885;97.56000799999885;97.56000799999885;99.71204639999817;
660.0000000000562;19160.0;97.39060079999881;97.39060079999881;97.39060079999881;97.39060079999881;97.49668719999877;97.39060079999881;97.39060079999881;97.39060079999881;97.39060079999881;97.39060079999881;97.39060079999881;97.39060079999881;97.39060079999881;97.39060079999881;97.39060079999881;97.39060079999881;99.70934639999808;
690.0000000000624;19160.0;97.38790079999872;97.38790079999872;97.38790079999872;97.38790079999872;97.49398719999868;97.38790079999872;97.38790079999872;97.38790079999872;97.38790079999872;97.38790079999872;97.38790079999872;97.38790079999872;97.38790079999872;97.38790079999872;97.38790079999872;97.38790079999872;99.706646399998;
720.0000000000691;19160.0;97.21839359999868;97.21839359999868;97.21839359999868;97.21839359999868;97.30932479999865;97.21839359999868;97.21839359999868;97.21839359999868;97.21839359999868;97.21839359999868;97.21839359999868;97.21839359999868;97.21839359999868;97.21839359999868;97.21839359999868;97.21839359999868;99.7038463999979;
750.0000000000759;19160.0;97.04898639999864;97.04898639999864;97.04898639999864;97.04898639999864;97.23084879999858;97.04898639999864;97.04898639999864;97.04898639999864;97.04898639999864;97.04898639999864;97.04898639999864;97.04898639999864;97.04898639999864;97.04898639999864;97.04898639999864;97.04898639999864;99.70114639999781;
780.0000000000828;19160.0;97.04628639999855;97.04628639999855;97.04628639999855;97.04628639999855;97.15237279999852;97.04628639999855;97.04628639999855;97.04628639999855;97.04628639999855;97.04628639999855;97.04628639999855;97.04628639999855;97.04628639999855;97.04628639999855;97.04628639999855;97.04628639999855;99.69844639999772;
810.0000000000895;19160.0;96.89203439999851;96.89203439999851;96.89203439999851;96.89203439999851;96.98296559999848;96.89203439999851;96.89203439999851;96.89203439999851;96.89203439999851;96.89203439999851;96.89203439999851;96.89203439999851;96.89203439999851;96.89203439999851;96.89203439999851;96.89203439999851;99.69574639999763;
840.0000000000964;19160.0;96.79830319999844;96.79830319999844;96.79830319999844;96.79830319999844;96.88923439999841;96.79830319999844;96.79830319999844;96.79830319999844;96.79830319999844;96.79830319999844;96.79830319999844;96.79830319999844;96.79830319999844;96.79830319999844;96.79830319999844;96.79830319999844;99.69294639999754;
870.000000000103;19160.0;96.71982719999838;96.71982719999838;96.71982719999838;96.71982719999838;96.79560319999835;96.71982719999838;96.71982719999838;96.71982719999838;96.71982719999838;96.71982719999838;96.71982719999838;96.71982719999838;96.71982719999838;96.71982719999838;96.71982719999838;96.71982719999838;99.69024639999745;
900.0000000001098;19160.0;96.55041999999834;96.55041999999834;96.55041999999834;96.55041999999834;96.64135119999831;96.55041999999834;96.55041999999834;96.55041999999834;96.55041999999834;96.55041999999834;96.55041999999834;96.55041999999834;96.55041999999834;96.55041999999834;96.55041999999834;96.55041999999834;99.68754639999736;
930.0000000001162;19160.0;96.54771999999825;96.54771999999825;96.54771999999825;96.54771999999825;96.63865119999822;96.54771999999825;96.54771999999825;96.54771999999825;96.54771999999825;96.54771999999825;96.54771999999825;96.54771999999825;96.54771999999825;96.54771999999825;96.54771999999825;96.54771999999825;99.68484639999727;
960.0000000001229;19160.0;96.37821279999821;96.37821279999821;96.37821279999821;96.37821279999821;96.45398879999819;96.37821279999821;96.37821279999821;96.37821279999821;96.37821279999821;96.37821279999821;96.37821279999821;96.37821279999821;96.37821279999821;96.37821279999821;96.37821279999821;96.37821279999821;99.68204639999718;
990.0000000001297;19160.0;96.20880559999817;96.20880559999817;96.20880559999817;96.20880559999817;96.36035759999812;96.20880559999817;96.20880559999817;96.20880559999817;96.20880559999817;96.20880559999817;96.20880559999817;96.20880559999817;96.20880559999817;96.20880559999817;96.20880559999817;96.20880559999817;99.67934639999709;
1020.0000000001365;19160.0;96.20610559999808;96.20610559999808;96.20610559999808;96.20610559999808;96.28188159999806;96.20610559999808;96.20610559999808;96.20610559999808;96.20610559999808;96.20610559999808;96.20610559999808;96.20610559999808;96.20610559999808;96.20610559999808;96.20610559999808;96.20610559999808;99.676646399997;
1050.000000000125;19160.0;96.03659839999804;96.03659839999804;96.03659839999804;96.03659839999804;96.12752959999801;96.03659839999804;96.03659839999804;96.03659839999804;96.03659839999804;96.03659839999804;96.03659839999804;96.03659839999804;96.03659839999804;96.03659839999804;96.03659839999804;96.03659839999804;99.6738463999969;
1080.0000000001103;19160.0;95.94296719999798;95.94296719999798;95.94296719999798;95.94296719999798;96.03389839999795;95.94296719999798;95.94296719999798;95.94296719999798;95.94296719999798;95.94296719999798;95.94296719999798;95.94296719999798;95.94296719999798;95.94296719999798;95.94296719999798;95.94296719999798;99.67114639999681;
1110.0000000000957;19160.0;95.86449119999791;95.86449119999791;95.86449119999791;95.86449119999791;95.94026719999789;95.86449119999791;95.86449119999791;95.86449119999791;95.86449119999791;95.86449119999791;95.86449119999791;95.86449119999791;95.86449119999791;95.86449119999791;95.86449119999791;95.86449119999791;99.66844639999672;
1140.000000000081;19160.0;95.69508399999788;95.69508399999788;95.69508399999788;95.69508399999788;95.78601519999785;95.69508399999788;95.69508399999788;95.69508399999788;95.69508399999788;95.69508399999788;95.69508399999788;95.69508399999788;95.69508399999788;95.69508399999788;95.69508399999788;95.69508399999788;99.66574639999664;
1170.0000000000664;19160.0;95.69228399999778;95.69228399999778;95.69228399999778;95.69228399999778;95.78321519999776;95.69228399999778;95.69228399999778;95.69228399999778;95.69228399999778;95.69228399999778;95.69228399999778;95.69228399999778;95.69228399999778;95.69228399999778;95.69228399999778;95.69228399999778;99.66294639999654;
1200.0000000000514;19160.0;95.52287679999775;95.52287679999775;95.52287679999775;95.52287679999775;95.62896319999771;95.52287679999775;95.52287679999775;95.52287679999775;95.52287679999775;95.52287679999775;95.52287679999775;95.52287679999775;95.52287679999775;95.52287679999775;95.52287679999775;95.52287679999775;99.66024639999645;
1230.0000000000364;19160.0;95.35346959999771;95.35346959999771;95.35346959999771;95.35346959999771;95.53533199999765;95.35346959999771;95.35346959999771;95.35346959999771;95.35346959999771;95.35346959999771;95.35346959999771;95.35346959999771;95.35346959999771;95.35346959999771;95.35346959999771;95.35346959999771;99.65754639999636;
1260.0000000000211;19160.0;95.35076959999762;95.35076959999762;95.35076959999762;95.35076959999762;95.44170079999759;95.35076959999762;95.35076959999762;95.35076959999762;95.35076959999762;95.35076959999762;95.35076959999762;95.35076959999762;95.35076959999762;95.35076959999762;95.35076959999762;95.35076959999762;99.65484639999627;
1290.0000000000064;19160.0;95.18126239999758;95.18126239999758;95.18126239999758;95.18126239999758;95.28734879999755;95.18126239999758;95.18126239999758;95.18126239999758;95.18126239999758;95.18126239999758;95.18126239999758;95.18126239999758;95.18126239999758;95.18126239999758;95.18126239999758;95.18126239999758;99.65204639999618;
1320.0622173333243;19160.0;95.10278639999751;95.10278639999751;95.10278639999751;95.10278639999751;95.20887279999748;95.10278639999751;95.10278639999751;95.10278639999751;95.10278639999751;95.10278639999751;95.10278639999751;95.10278639999751;95.10278639999751;95.10278639999751;95.10278639999751;95.10278639999751;99.64934639999609;
1350.0613839999767;19160.0;95.02431039999745;95.02431039999745;95.02431039999745;95.02431039999745;95.11524159999742;95.02431039999745;95.02431039999745;95.02431039999745;95.02431039999745;95.02431039999745;95.02431039999745;95.02431039999745;95.02431039999745;95.02431039999745;95.02431039999745;95.02431039999745;99.646646399996;
1380.0181919999625;19160.0;94.8548031999974;94.8548031999974;94.8548031999974;94.8548031999974;94.93057919999738;94.8548031999974;94.8548031999974;94.8548031999974;94.8548031999974;94.8548031999974;94.8548031999974;94.8548031999974;94.8548031999974;94.8548031999974;94.8548031999974;94.8548031999974;99.64384639999591;
1410.0613839999485;19160.0;94.85210319999732;94.85210319999732;94.85210319999732;94.85210319999732;94.92787919999729;94.85210319999732;94.85210319999732;94.85210319999732;94.85210319999732;94.85210319999732;94.85210319999732;94.85210319999732;94.85210319999732;94.85210319999732;94.85210319999732;94.85210319999732;99.64114639999582;
1440.0613839999342;19160.0;94.68269599999728;94.68269599999728;94.68269599999728;94.68269599999728;94.77362719999725;94.68269599999728;94.68269599999728;94.68269599999728;94.68269599999728;94.68269599999728;94.68269599999728;94.68269599999728;94.68269599999728;94.68269599999728;94.68269599999728;94.68269599999728;99.63844639999573;
1470.062217333253;19160.0;94.51328879999724;94.51328879999724;94.51328879999724;94.51328879999724;94.67999599999719;94.51328879999724;94.51328879999724;94.51328879999724;94.51328879999724;94.51328879999724;94.51328879999724;94.51328879999724;94.51328879999724;94.51328879999724;94.51328879999724;94.51328879999724;99.63574639999564;
1500.0613839999062;19160.0;94.51048879999715;94.51048879999715;94.51048879999715;94.51048879999715;94.58626479999712;94.51048879999715;94.51048879999715;94.51048879999715;94.51048879999715;94.51048879999715;94.51048879999715;94.51048879999715;94.51048879999715;94.51048879999715;94.51048879999715;94.51048879999715;99.63294639999555;
1530.0613839998914;19160.0;94.34108159999711;94.34108159999711;94.34108159999711;94.34108159999711;94.41685759999709;94.34108159999711;94.34108159999711;94.34108159999711;94.34108159999711;94.34108159999711;94.34108159999711;94.34108159999711;94.34108159999711;94.34108159999711;94.34108159999711;94.34108159999711;99.63024639999546;
1560.06221733321;19160.0;94.26260559999704;94.26260559999704;94.26260559999704;94.26260559999704;94.33838159999702;94.26260559999704;94.26260559999704;94.26260559999704;94.26260559999704;94.26260559999704;94.26260559999704;94.26260559999704;94.26260559999704;94.26260559999704;94.26260559999704;94.26260559999704;99.62754639999537;
1590.018191999862;19160.0;94.16887439999698;94.16887439999698;94.16887439999698;94.16887439999698;94.25980559999695;94.16887439999698;94.16887439999698;94.16887439999698;94.16887439999698;94.16887439999698;94.16887439999698;94.16887439999698;94.16887439999698;94.16887439999698;94.16887439999698;94.16887439999698;99.62474639999527;
1620.0613839998477;19160.0;93.99946719999694;93.99946719999694;93.99946719999694;93.99946719999694;94.07524319999692;93.99946719999694;93.99946719999694;93.99946719999694;93.99946719999694;93.99946719999694;93.99946719999694;93.99946719999694;93.99946719999694;93.99946719999694;93.99946719999694;93.99946719999694;99.62204639999518;
1650.0613839998327;19160.0;93.99676719999685;93.99676719999685;93.99676719999685;93.99676719999685;94.07254319999683;93.99676719999685;93.99676719999685;93.99676719999685;93.99676719999685;93.99676719999685;93.99676719999685;93.99676719999685;93.99676719999685;93.99676719999685;93.99676719999685;93.99676719999685;99.6193463999951;
1680.0613839998177;19160.0;93.82735999999682;93.82735999999682;93.82735999999682;93.82735999999682;93.91829119999679;93.82735999999682;93.82735999999682;93.82735999999682;93.82735999999682;93.82735999999682;93.82735999999682;93.82735999999682;93.82735999999682;93.82735999999682;93.82735999999682;93.82735999999682;99.616646399995;
1710.0181919998029;19160.0;93.65785279999677;93.65785279999677;93.65785279999677;93.65785279999677;93.83971519999672;93.65785279999677;93.65785279999677;93.65785279999677;93.65785279999677;93.65785279999677;93.65785279999677;93.65785279999677;93.65785279999677;93.65785279999677;93.65785279999677;93.65785279999677;99.61384639999491;
1740.0613839997877;19160.0;93.65515279999669;93.65515279999669;93.65515279999669;93.65515279999669;93.76123919999665;93.65515279999669;93.65515279999669;93.65515279999669;93.65515279999669;93.65515279999669;93.65515279999669;93.65515279999669;93.65515279999669;93.65515279999669;93.65515279999669;93.65515279999669;99.61114639999482;
1770.0613839997727;19160.0;93.48574559999665;93.48574559999665;93.48574559999665;93.48574559999665;93.57667679999662;93.48574559999665;93.48574559999665;93.48574559999665;93.48574559999665;93.48574559999665;93.48574559999665;93.48574559999665;93.48574559999665;93.48574559999665;93.48574559999665;93.48574559999665;99.60844639999473;
1800.062217333091;19160.0;93.40726959999658;93.40726959999658;93.40726959999658;93.40726959999658;93.49820079999655;93.40726959999658;93.40726959999658;93.40726959999658;93.40726959999658;93.40726959999658;93.40726959999658;93.40726959999658;93.40726959999658;93.40726959999658;93.40726959999658;93.40726959999658;99.60574639999464;
1830.061383999744;19160.0;93.31353839999652;93.31353839999652;93.31353839999652;93.31353839999652;93.41962479999648;93.31353839999652;93.31353839999652;93.31353839999652;93.31353839999652;93.31353839999652;93.31353839999652;93.31353839999652;93.31353839999652;93.31353839999652;93.31353839999652;93.31353839999652;99.60294639999455;
1860.0613839997293;19160.0;93.15928639999647;93.15928639999647;93.15928639999647;93.15928639999647;93.25021759999645;93.15928639999647;93.15928639999647;93.15928639999647;93.15928639999647;93.15928639999647;93.15928639999647;93.15928639999647;93.15928639999647;93.15928639999647;93.15928639999647;93.15928639999647;99.60024639999446;
1890.0613839997154;19160.0;93.15658639999639;93.15658639999639;93.15658639999639;93.15658639999639;93.24751759999636;93.15658639999639;93.15658639999639;93.15658639999639;93.15658639999639;93.15658639999639;93.15658639999639;93.15658639999639;93.15658639999639;93.15658639999639;93.15658639999639;93.15658639999639;99.59754639999437;
1920.0181919997008;19160.0;92.98707919999634;92.98707919999634;92.98707919999634;92.98707919999634;93.06285519999632;92.98707919999634;92.98707919999634;92.98707919999634;92.98707919999634;92.98707919999634;92.98707919999634;92.98707919999634;92.98707919999634;92.98707919999634;92.98707919999634;92.98707919999634;99.59474639999428;
1950.0622173330205;19160.0;92.8176719999963;92.8176719999963;92.8176719999963;92.8176719999963;92.98437919999625;92.8176719999963;92.8176719999963;92.8176719999963;92.8176719999963;92.8176719999963;92.8176719999963;92.8176719999963;92.8176719999963;92.8176719999963;92.8176719999963;92.8176719999963;99.59204639999419;
1980.061383999673;19160.0;92.81497199999622;92.81497199999622;92.81497199999622;92.81497199999622;92.90590319999619;92.81497199999622;92.81497199999622;92.81497199999622;92.81497199999622;92.81497199999622;92.81497199999622;92.81497199999622;92.81497199999622;92.81497199999622;92.81497199999622;92.81497199999622;99.5893463999941;
2010.0613839996583;19160.0;92.64556479999618;92.64556479999618;92.64556479999618;92.64556479999618;92.72134079999616;92.64556479999618;92.64556479999618;92.64556479999618;92.64556479999618;92.64556479999618;92.64556479999618;92.64556479999618;92.64556479999618;92.64556479999618;92.64556479999618;92.64556479999618;99.58664639999401;
2040.0181919996437;19160.0;92.55183359999612;92.55183359999612;92.55183359999612;92.55183359999612;92.62760959999609;92.55183359999612;92.55183359999612;92.55183359999612;92.55183359999612;92.55183359999612;92.55183359999612;92.55183359999612;92.55183359999612;92.55183359999612;92.55183359999612;92.55183359999612;99.58384639999392;
2070.0613839996217;19160.0;92.47335759999605;92.47335759999605;92.47335759999605;92.47335759999605;92.54913359999603;92.47335759999605;92.47335759999605;92.47335759999605;92.47335759999605;92.47335759999605;92.47335759999605;92.47335759999605;92.47335759999605;92.47335759999605;92.47335759999605;92.47335759999605;99.58114639999383;
2100.061383999601;19160.0;92.30395039999601;92.30395039999601;92.30395039999601;92.30395039999601;92.39488159999598;92.30395039999601;92.30395039999601;92.30395039999601;92.30395039999601;92.30395039999601;92.30395039999601;92.30395039999601;92.30395039999601;92.30395039999601;92.30395039999601;92.30395039999601;99.57844639999374;
2130.061383999576;19160.0;92.30125039999592;92.30125039999592;92.30125039999592;92.30125039999592;92.3921815999959;92.30125039999592;92.30125039999592;92.30125039999592;92.30125039999592;92.30125039999592;92.30125039999592;92.30125039999592;92.30125039999592;92.30125039999592;92.30125039999592;92.30125039999592;99.57574639999365;
2160.061383999555;19160.0;92.13174319999588;92.13174319999588;92.13174319999588;92.13174319999588;92.20751919999586;92.13174319999588;92.13174319999588;92.13174319999588;92.13174319999588;92.13174319999588;92.13174319999588;92.13174319999588;92.13174319999588;92.13174319999588;92.13174319999588;92.13174319999588;99.57294639999355;
2190.062217332867;19160.0;91.96233599999584;91.96233599999584;91.96233599999584;91.96233599999584;92.12904319999579;91.96233599999584;91.96233599999584;91.96233599999584;91.96233599999584;91.96233599999584;91.96233599999584;91.96233599999584;91.96233599999584;91.96233599999584;91.96233599999584;91.96233599999584;99.57024639999347;
2220.0613839995085;19160.0;91.95963599999575;91.95963599999575;91.95963599999575;91.95963599999575;92.05056719999573;91.95963599999575;91.95963599999575;91.95963599999575;91.95963599999575;91.95963599999575;91.95963599999575;91.95963599999575;91.95963599999575;91.95963599999575;91.95963599999575;91.95963599999575;99.56754639999338;
2250.0181919994866;19160.0;91.79012879999571;91.79012879999571;91.79012879999571;91.79012879999571;91.89621519999568;91.79012879999571;91.79012879999571;91.79012879999571;91.79012879999571;91.79012879999571;91.79012879999571;91.79012879999571;91.79012879999571;91.79012879999571;91.79012879999571;91.79012879999571;99.56474639999328;
2280.062217332795;19160.0;91.69649759999565;91.69649759999565;91.69649759999565;91.69649759999565;91.80258399999562;91.69649759999565;91.69649759999565;91.69649759999565;91.69649759999565;91.69649759999565;91.69649759999565;91.69649759999565;91.69649759999565;91.69649759999565;91.69649759999565;91.69649759999565;99.56204639999319;
2310.0613839994376;19160.0;91.61802159999559;91.61802159999559;91.61802159999559;91.61802159999559;91.70895279999556;91.61802159999559;91.61802159999559;91.61802159999559;91.61802159999559;91.61802159999559;91.61802159999559;91.61802159999559;91.61802159999559;91.61802159999559;91.61802159999559;91.61802159999559;99.5593463999931;
2340.0613839994157;19160.0;91.44861439999555;91.44861439999555;91.44861439999555;91.44861439999555;91.55470079999552;91.44861439999555;91.44861439999555;91.44861439999555;91.44861439999555;91.44861439999555;91.44861439999555;91.44861439999555;91.44861439999555;91.44861439999555;91.44861439999555;91.44861439999555;99.55664639999301;
2370.018191999389;19160.0;91.44581439999546;91.44581439999546;91.44581439999546;91.44581439999546;91.55190079999542;91.44581439999546;91.44581439999546;91.44581439999546;91.44581439999546;91.44581439999546;91.44581439999546;91.44581439999546;91.44581439999546;91.44581439999546;91.44581439999546;91.44581439999546;99.55384639999292;
2400.061383999366;19160.0;91.29156239999541;91.29156239999541;91.29156239999541;91.29156239999541;91.38249359999539;91.29156239999541;91.29156239999541;91.29156239999541;91.29156239999541;91.29156239999541;91.29156239999541;91.29156239999541;91.29156239999541;91.29156239999541;91.29156239999541;91.29156239999541;99.55114639999283;
2430.062217332677;19160.0;91.12215519999538;91.12215519999538;91.12215519999538;91.12215519999538;91.28886239999532;91.12215519999538;91.12215519999538;91.12215519999538;91.12215519999538;91.12215519999538;91.12215519999538;91.12215519999538;91.12215519999538;91.12215519999538;91.12215519999538;91.12215519999538;99.54844639999274;
2460.0613839993166;19160.0;91.11945519999529;91.11945519999529;91.11945519999529;91.11945519999529;91.19523119999526;91.11945519999529;91.11945519999529;91.11945519999529;91.11945519999529;91.11945519999529;91.11945519999529;91.11945519999529;91.11945519999529;91.11945519999529;91.11945519999529;91.11945519999529;99.54574639999265;
2490.0613839992943;19160.0;90.94994799999525;90.94994799999525;90.94994799999525;90.94994799999525;91.04087919999522;90.94994799999525;90.94994799999525;90.94994799999525;90.94994799999525;90.94994799999525;90.94994799999525;90.94994799999525;90.94994799999525;90.94994799999525;90.94994799999525;90.94994799999525;99.54294639999256;
2520.062217332603;19160.0;90.85631679999518;90.85631679999518;90.85631679999518;90.85631679999518;90.94724799999516;90.85631679999518;90.85631679999518;90.85631679999518;90.85631679999518;90.85631679999518;90.85631679999518;90.85631679999518;90.85631679999518;90.85631679999518;90.85631679999518;90.85631679999518;99.54024639999247;
2550.0613839992448;19160.0;90.77784079999512;90.77784079999512;90.77784079999512;90.77784079999512;90.8536167999951;90.77784079999512;90.77784079999512;90.77784079999512;90.77784079999512;90.77784079999512;90.77784079999512;90.77784079999512;90.77784079999512;90.77784079999512;90.77784079999512;90.77784079999512;99.53754639999238;
2580.018191999222;19160.0;90.60833359999508;90.60833359999508;90.60833359999508;90.60833359999508;90.68410959999505;90.60833359999508;90.60833359999508;90.60833359999508;90.60833359999508;90.60833359999508;90.60833359999508;90.60833359999508;90.60833359999508;90.60833359999508;90.60833359999508;90.60833359999508;99.53474639999229;
2610.0613839991947;19160.0;90.60563359999499;90.60563359999499;90.60563359999499;90.60563359999499;90.68140959999496;90.60563359999499;90.60563359999499;90.60563359999499;90.60563359999499;90.60563359999499;90.60563359999499;90.60563359999499;90.60563359999499;90.60563359999499;90.60563359999499;90.60563359999499;99.5320463999922;
2640.0613839991724;19160.0;90.43622639999495;90.43622639999495;90.43622639999495;90.43622639999495;90.52715759999492;90.43622639999495;90.43622639999495;90.43622639999495;90.43622639999495;90.43622639999495;90.43622639999495;90.43622639999495;90.43622639999495;90.43622639999495;90.43622639999495;90.43622639999495;99.52934639999211;
2670.062217332484;19160.0;90.26681919999491;90.26681919999491;90.26681919999491;90.26681919999491;90.43352639999486;90.26681919999491;90.26681919999491;90.26681919999491;90.26681919999491;90.26681919999491;90.26681919999491;90.26681919999491;90.26681919999491;90.26681919999491;90.26681919999491;90.26681919999491;99.52664639999202;
2700.0181919991237;19160.0;90.26401919999482;90.26401919999482;90.26401919999482;90.26401919999482;90.3397951999948;90.26401919999482;90.26401919999482;90.26401919999482;90.26401919999482;90.26401919999482;90.26401919999482;90.26401919999482;90.26401919999482;90.26401919999482;90.26401919999482;90.26401919999482;99.52384639999192;
2730.061383999102;19160.0;90.09461199999478;90.09461199999478;90.09461199999478;90.09461199999478;90.18554319999475;90.09461199999478;90.09461199999478;90.09461199999478;90.09461199999478;90.09461199999478;90.09461199999478;90.09461199999478;90.09461199999478;90.09461199999478;90.09461199999478;90.09461199999478;99.52114639999184;
